id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,bitflag
7606,прѣмѣнꙗти,V-,прѣмѣнѣті,1,,,,,,supr_y_fixed,,,,32
7607,заоушаниѥ,Nb,заоушаніе,1,,,,,,supr_y_fixed,,,,32
7608,пльваниѥ,Nb,пльваніе,2,,,,,,supr_y_fixed,,,,32
7609,прѣтꙑканиѥ,Nb,прѣтъіканіе,1,,,,,,supr_y_fixed,,,,32
7610,прѣвѣса,Nb,прѣвѣса,1,,,,,,supr_y_fixed,,,,32
7611,раздирати,V-,раздіраті,1,,,,,,supr_y_fixed,,,,32
7612,динарионъ,Nb,дінаріонъ,1,,,,,,supr_y_fixed,,,,32
7613,остѣнити,V-,остѣніті,1,,,,,,supr_y_fixed,,,,32
7614,прѣждьнь,A-,прѣждьнь,1,,,,,,supr_y_fixed,,,,32
7615,тъканиѥ,Nb,тъканіе,1,,,,,,supr_y_fixed,,,,32
7616,багъръ,Nb,багъръ,3,,,,,,supr_y_fixed,,,,32
7617,одеждьнъ,A-,одеждьнъ,1,,,,,,supr_y_fixed,,,,32
7618,близньчьнъ,A-,блізньчьнъ,1,,,,,,supr_y_fixed,,,,32
7619,евангельскъ,A-,евангельскъ,5,,,,,,supr_y_fixed,vit-const,,,96
7620,въскрѣсьнъ,A-,въскрѣсьнъ,2,,,,,,supr_y_fixed,,,,32
7621,оуиставлѥниѥ,Nb,оуіставленіе,1,,,,,,supr_y_fixed,,,,32
7622,виновьнъ,A-,віновьнъ,2,,,,,,supr_y_fixed,,,,32
7623,непрѣпьривъ,A-,непрѣпьрівъ,1,,,,,,supr_y_fixed,,,,32
7624,клеветарь,Nb,клеветарь,1,,,,,,supr_y_fixed,,,,32
7625,обличитель,Nb,облічітель,1,,,,,,supr_y_fixed,,,,32
7626,пооущениѥ,Nb,пооуштеніе,1,,,,,,supr_y_fixed,,,,32
7627,отъмьщениѥ,Nb,отъмьштеніе,2,,,,,,supr_y_fixed,,,,32
7628,дрьзовати,V-,дрьзоваті,1,,,,,,supr_y_fixed,,,,32
7629,ненарочитъ,A-,ненарочітъ,1,,,,,,supr_y_fixed,,,,32
7630,оучителѥвъ,A-,оучітелевъ,1,,,,,,supr_y_fixed,,,,32
7631,врьховьнь,A-,врьховьнь,3,,,,,,supr_y_fixed,,,,32
7632,вратарица,Nb,вратаріца,1,,,,,,supr_y_fixed,,,,32
7633,бещисменьнъ,A-,бештісменьнъ,1,,,,,,supr_y_fixed,,,,32
7634,намановениѥ,Nb,намановеніе,1,,,,,,supr_y_fixed,,,,32
7635,зълодѣиство,Nb,зълодѣіство,1,,,,,,supr_y_fixed,,,,32
7636,ристати,V-,рістаті,3,,,,,,supr_y_fixed,,,,32
7637,любопьривъ,A-,любопьрівъ,1,,,,,,supr_y_fixed,,,,32
7638,бесловьнъ,A-,бесловьнъ,1,,,,,,supr_y_fixed,,,,32
7639,неразоумьнѣ,Df,неразоумьнѣ,1,,,,,,supr_y_fixed,,,,32
7640,потрѧсати,V-,потрѧсаті,1,,,,,,supr_y_fixed,,,,32
7641,самохотьнѣ,Df,самохотьнѣ,1,,,,,,supr_y_fixed,,,,32
7642,освитати,V-,освітаті,1,,,,,,supr_y_fixed,,,,32
7643,магъдалꙑни,Ne,магъдалъіні,1,,,,,,supr_y_fixed,,,,32
7644,гонажати,V-,гонажаті,2,,,,,,supr_y_fixed,,,,32
7645,оужастьнъ,A-,оужастьнъ,2,,,,,,supr_y_fixed,,,,32
7646,прѣбꙑваниѥ,Nb,прѣбъіваніе,2,,,,,,supr_y_fixed,,,,32
7647,извѣщениѥ,Nb,ізвѣштеніе,1,,,,,,supr_y_fixed,,,,32
7648,протварꙗти,V-,протварѣті,1,,,,,,supr_y_fixed,,,,32
7649,неизглаголѥмъ,A-,неізглаголемъ,1,,,,,,supr_y_fixed,,,,32
7650,златоносивъ,A-,златоносівъ,1,,,,,,supr_y_fixed,,,,32
7651,допоздѣ,Df,допоздѣ,1,,,,,,supr_y_fixed,,,,32
7652,нѣколи,Df,нѣколі,2,,,,,,supr_y_fixed,,,,32
7653,златьнъ,A-,златьнъ,1,,,,,,supr_y_fixed,,,,32
7654,приобрѣтениѥ,Nb,пріобрѣтеніе,2,,,,,,supr_y_fixed,,,,32
7655,епифании,Ne,епіфаніі,1,,,,,,supr_y_fixed,,,,32
7656,кѵпрьскъ,A-,купрьскъ,1,,,,,,supr_y_fixed,,,,32
7657,неплищеваниѥ,Nb,непліштеваніе,1,,,,,,supr_y_fixed,,,,32
7658,говоръ,Nb,говоръ,2,,,,,,supr_y_fixed,,,,32
7659,жрьдь,Nb,жрьдь,1,,,,,,supr_y_fixed,,,,32
7660,бещисльнъ,A-,бештісльнъ,5,,,,,,supr_y_fixed,,vit-meth_4_removed,,160
7661,гнѣваниѥ,Nb,гнѣваніе,1,,,,,,supr_y_fixed,,,,32
7662,наковально,Nb,наковально,1,,,,,,supr_y_fixed,,,,32
7663,сампсонъ,Ne,сампсонъ,1,,,,,,supr_y_fixed,,,,32
7664,прѣмрачьнъ,A-,прѣмрачьнъ,1,,,,,,supr_y_fixed,,,,32
7665,немрьчѧ,A-,немрьчѧ,1,,,,,,supr_y_fixed,,,,32
7666,свободитель,Nb,свободітель,1,,,,,,supr_y_fixed,,,,32
7667,съмотрьливьнъ,A-,съмотрьлівьнъ,1,,,,,,supr_y_fixed,,,,32
7668,адовьскъ,A-,адовьскъ,2,,,,,,supr_y_fixed,,,,32
7669,нераздрѣшьнъ,A-,нераздрѣшьнъ,2,,,,,,supr_y_fixed,,,,32
7670,адовьнъ,A-,адовьнъ,1,,,,,,supr_y_fixed,,,,32
7671,христо(со)вьнъ,A-,хрістосовьнъ,2,,,,,,supr_y_fixed,,,,32
7672,процвитати,V-,процвітаті,1,,,,,,supr_y_fixed,,,,32
7673,христ(ос)овьнъ,A-,хрістосовьнъ,2,,,,,,supr_y_fixed,,,,32
7674,отъсꙑлати,V-,отъсъілаті,2,,,,,,supr_y_fixed,,,,32
7675,инодоушьно,Df,інодоушьно,1,,,,,,supr_y_fixed,,,,32
7676,породьство,Nb,породьство,1,,,,,,supr_y_fixed,,,,32
7677,соугоубородьство,Nb,соугоубородьство,1,,,,,,supr_y_fixed,,,,32
7678,пораждати,V-,пораждаті,1,,,,,,supr_y_fixed,,,,32
7679,пелена,Nb,пелена,3,,,,,,supr_y_fixed,,,,32
7680,повивати,V-,повіваті,1,,,,,,supr_y_fixed,,,,32
7681,алгоуи,Nb,алгоуі,2,,,,,,supr_y_fixed,,,,32
7682,безмѫжьнъ,A-,безмѫжьнъ,1,,,,,,supr_y_fixed,,,,32
7683,дѣваꙗ,Nb,дѣваѣ,3,,,,,,supr_y_fixed,vit-const,,,96
7684,гръличищь,Nb,грълічішть,2,,,,,,supr_y_fixed,,,,32
7685,неистьлѣньнъ,A-,неістьлѣньнъ,2,,,,,,supr_y_fixed,,,,32
7686,вѣтьскꙑ,Df,вѣтьскъі,1,,,,,,supr_y_fixed,,,,32
7687,недвижимъ,A-,недвіжімъ,2,,,,,,supr_y_fixed,,,,32
7688,зиждитель,Nb,зіждітель,3,,,,,,supr_y_fixed,,,,32
7689,оусиꙗ,Nb,оусіѣ,1,,,,,,supr_y_fixed,,,,32
7690,бецѣньнъ,A-,бецѣньнъ,1,,,,,,supr_y_fixed,,,,32
7691,прѣспѣвати,V-,прѣспѣваті,1,,,,,,supr_y_fixed,,,,32
7692,прѣмѫдро,Df,прѣмѫдро,1,,,,,,supr_y_fixed,,,,32
7693,раздробити,V-,раздробіті,1,,,,,,supr_y_fixed,,,,32
7694,бесхрамьникъ,Nb,бесхрамьнікъ,2,,,,,,supr_y_fixed,,,,32
7695,ѫзьникъ,Nb,ѫзьнікъ,2,,,,,,supr_y_fixed,,,,32
7696,погребитель,Nb,погребітель,1,,,,,,supr_y_fixed,,,,32
7697,голъготинъ,A-,голъготінъ,1,,,,,,supr_y_fixed,,,,32
7698,мъногоочительнъ,A-,мъногоочітельнъ,1,,,,,,supr_y_fixed,,,,32
7699,възнакъ,Df,възнакъ,1,,,,,,supr_y_fixed,,,,32
7700,волѥ,Df,воле,12,,,,,,supr_y_fixed,,,,32
7701,сътискати,V-,сътіскаті,1,,,,,,supr_y_fixed,,,,32
7702,истискати,V-,істіскаті,1,,,,,,supr_y_fixed,,,,32
7703,оупоущати,V-,оупоуштаті,1,,,,,,supr_y_fixed,,,,32
7704,осѧгнѫти,V-,осѧгнѫті,1,,,,,,supr_y_fixed,,,,32
7705,опасивъ,A-,опасівъ,1,,,,,,supr_y_fixed,,,,32
7706,херовимъ,A-,херовімъ,1,,,,,,supr_y_fixed,,,,32
7707,шестокрильнъ,A-,шестокрільнъ,2,,,,,,supr_y_fixed,,,,32
7708,прѣтѣкати,V-,прѣтѣкаті,1,,,,,,supr_y_fixed,,,,32
7709,мъногоочитъ,A-,мъногоочітъ,2,,,,,,supr_y_fixed,,,,32
7710,вꙑспрьнь,A-,въіспрьнь,1,,,,,,supr_y_fixed,,,,32
7711,немѫченъ,A-,немѫченъ,1,,,,,,supr_y_fixed,,,,32
7712,невъмѣщаѥмъ,A-,невъмѣштаемъ,1,,,,,,supr_y_fixed,,,,32
7713,не врѣдити,V-,не врѣдіті,1,,,,,,supr_y_fixed,,,,32
7714,причитати,V-,прічітаті,1,,,,,,supr_y_fixed,,,,32
7715,немрачьнъ,A-,немрачьнъ,1,,,,,,supr_y_fixed,,,,32
7716,коварьство,Nb,коварьство,1,,,,,,supr_y_fixed,,,,32
7717,прьвозьданъ,A-,прьвозьданъ,1,,,,,,supr_y_fixed,,,,32
7718,плѣньница,Nb,плѣньніца,1,,,,,,supr_y_fixed,,,,32
7719,ликъствовати,V-,лікъствоваті,1,,,,,,supr_y_fixed,,,,32
7720,испоущениѥ,Nb,іспоуштеніе,1,,,,,,supr_y_fixed,,,,32
7721,истъ,A-,істъ,10,,,,,,supr_y_fixed,vit-const,,,96
7722,ѫжьникъ,Nb,ѫжьнікъ,2,,,,,,supr_y_fixed,,,,32
7723,обидьливъ,A-,обідьлівъ,1,,,,,,supr_y_fixed,,,,32
7724,противьникъ,Nb,протівьнікъ,3,,,,,,supr_y_fixed,,vit-meth_4_removed,,160
7725,пастоуховъ,A-,пастоуховъ,1,,,,,,supr_y_fixed,,,,32
7726,жестосрьдъ,A-,жестосрьдъ,1,,,,,,supr_y_fixed,,,,32
7727,прадѣдъ,Nb,прадѣдъ,1,,,,,,supr_y_fixed,,,,32
7728,крабии,Nb,крабіі,1,,,,,,supr_y_fixed,,,,32
7729,тиньнъ,A-,тіньнъ,1,,,,,,supr_y_fixed,,,,32
7730,адьскъ,A-,адьскъ,3,,,,,,supr_y_fixed,,,,32
7731,прѣвѣчьнъ,A-,прѣвѣчьнъ,1,,,,,,supr_y_fixed,,,,32
7732,соугоубьнъ,A-,соугоубьнъ,1,,,,,,supr_y_fixed,,,,32
7733,прѣдътеча,Nb,прѣдътеча,1,,,,,,supr_y_fixed,,,,32
7734,не прѣстаꙗти,V-,не прѣстаѣті,1,,,,,,supr_y_fixed,,,,32
7735,прѣскръбьнъ,A-,прѣскръбьнъ,1,,,,,,supr_y_fixed,,,,32
7736,обладаниѥ,Nb,обладаніе,1,,,,,,supr_y_fixed,,,,32
7737,мрьчениѥ,Nb,мрьченіе,1,,,,,,supr_y_fixed,,,,32
7738,прѣтьмьнъ,A-,прѣтьмьнъ,1,,,,,,supr_y_fixed,,,,32
7739,бездрѣвьнъ,A-,бездрѣвьнъ,1,,,,,,supr_y_fixed,,,,32
7740,раскврѣти,V-,раскврѣті,1,,,,,,supr_y_fixed,,,,32
7741,пронисти,V-,проністі,1,,,,,,supr_y_fixed,,,,32
7742,тѧтива,Nb,тѧтіва,1,,,,,,supr_y_fixed,,,,32
7743,безмлъвьствиѥ,Nb,безмлъвьствіе,1,,,,,,supr_y_fixed,,,,32
7744,въстъкнѫти,V-,въстъкнѫті,1,,,,,,supr_y_fixed,,,,32
7745,распьрати,V-,распьраті,1,,,,,,supr_y_fixed,,,,32
7746,посрѣдьнь,A-,посрѣдьнь,1,,,,,,supr_y_fixed,,,,32
7747,владꙑчьскꙑ,Df,владъічьскъі,3,,,,,,supr_y_fixed,,,,32
7748,нежели,Df,нежелі,8,,,,,,supr_y_fixed,,,zogr_complete,288
7749,боголѣпьно,Df,боголѣпьно,2,,,,,,supr_y_fixed,,,,32
7750,храбрьскꙑ,Df,храбрьскъі,1,,,,,,supr_y_fixed,,,,32
7751,господьствиѥ,Nb,господьствіе,1,,,,,,supr_y_fixed,,,,32
7752,шестокрилатьць,Nb,шестокрілатьць,1,,,,,,supr_y_fixed,,,,32
7753,пособиѥ,Nb,пособіе,2,,,,,,supr_y_fixed,,,,32
7754,полоучивъ,A-,полоучівъ,1,,,,,,supr_y_fixed,,,,32
7755,орѫжьникъ,Nb,орѫжьнікъ,1,,,,,,supr_y_fixed,,,,32
7756,копииникъ,Nb,копіінікъ,1,,,,,,supr_y_fixed,,,,32
7757,скорота,Nb,скорота,1,,,,,,supr_y_fixed,,,,32
7758,беслъньнъ,A-,беслъньнъ,1,,,,,,supr_y_fixed,,,,32
7759,архистратигъ,Nb,архістратігъ,1,,,,,,supr_y_fixed,,,,32
7760,архангельскъ,A-,архангельскъ,1,,,,,,supr_y_fixed,,,,32
7761,воѥводьскъ,A-,воеводьскъ,1,,,,,,supr_y_fixed,,,,32
7762,львьскъ,A-,львьскъ,1,,,,,,supr_y_fixed,,,,32
7763,нераздрѣшимъ,A-,нераздрѣшімъ,1,,,,,,supr_y_fixed,,,,32
7764,цѣсарьскꙑ,Df,цѣсарьскъі,1,,,,,,supr_y_fixed,,,,32
7765,гроза,Nb,гроза,1,,,,,,supr_y_fixed,,,,32
7766,съмѫщаниѥ,Nb,съмѫштаніе,1,,,,,,supr_y_fixed,,,,32
7767,громъгласъ,A-,громъгласъ,1,,,,,,supr_y_fixed,,,,32
7768,хлапъ,Nb,хлапъ,1,,,,,,supr_y_fixed,,,,32
7769,западьскъ,A-,западьскъ,1,,,,,,supr_y_fixed,,,,32
7770,бездрѫкоу,Df,бездрѫкоу,1,,,,,,supr_y_fixed,,,,32
7771,прѣтꙑкати,V-,прѣтъікаті,1,,,,,,supr_y_fixed,,,,32
7772,облѣдѣти,V-,облѣдѣті,2,,,,,,supr_y_fixed,,,,32
7773,зиꙗти,V-,зіѣті,2,,,,,,supr_y_fixed,,,,32
7774,оцѣпати,V-,оцѣпаті,1,,,,,,supr_y_fixed,,,,32
7775,шѧтаниѥ,Nb,шѧтаніе,1,,,,,,supr_y_fixed,,,,32
7776,раскопавати,V-,раскопаваті,1,,,,,,supr_y_fixed,,,,32
7777,прѣдътещи,V-,прѣдътешті,1,,,,,,supr_y_fixed,,,,32
7778,побѣдитель,Nb,побѣдітель,2,,,,,,supr_y_fixed,,,,32
7779,вънѫтрьѭдоу,R-,вънѫтрьѭдоу,1,,,,,,supr_y_fixed,,,,32
7780,възбити,V-,възбіті,1,,,,,,supr_y_fixed,,,,32
7781,нераздѣлимъ,A-,нераздѣлімъ,1,,,,,,supr_y_fixed,,,,32
7782,тилище,Nb,тіліште,1,,,,,,supr_y_fixed,,,,32
7783,прѣвꙑшии,A-,прѣвъішіі,1,,,,,,supr_y_fixed,,,,32
7784,запльваниѥ,Nb,запльваніе,1,,,,,,supr_y_fixed,,,,32
7785,оударꙗниѥ,Nb,оударѣніе,1,,,,,,supr_y_fixed,,,,32
7786,прибити,V-,прібіті,1,,,,,,supr_y_fixed,,,,32
7787,посѫждениѥ,Nb,посѫжденіе,1,,,,,,supr_y_fixed,,,,32
7788,отврьстиѥ,Nb,отврьстіе,1,,,,,,supr_y_fixed,,,,32
7789,отъмꙑти,V-,отъмъіті,3,,,,,,supr_y_fixed,,,,32
7790,рѫкописаниѥ,Nb,рѫкопісаніе,3,,,,,,supr_y_fixed,,,,32
7791,рабьскꙑ,Df,рабьскъі,1,,,,,,supr_y_fixed,,,,32
7792,срамьнъ,A-,срамьнъ,1,,,,,,supr_y_fixed,,,,32
7793,кожьнъ,A-,кожьнъ,2,,,,,,supr_y_fixed,,,,32
7794,херовимьскъ,A-,херовімьскъ,2,,,,,,supr_y_fixed,vit-const,,,96
7795,ѩдръ,A-,ѧдръ,1,,,,,,supr_y_fixed,,,,32
7796,тридьневьнъ,A-,трідьневьнъ,4,,,,,,supr_y_fixed,,,,32
7797,сверѣпьство,Nb,сверѣпьство,1,,,,,,supr_y_fixed,,,,32
7798,агнѧ,Nb,агнѧ,3,,,,,,supr_y_fixed,,,zogr_complete,288
7799,богооубиица,Nb,богооубііца,1,,,,,,supr_y_fixed,,,,32
7800,невѣриѥ,Nb,невѣріе,3,,,,,,supr_y_fixed,,,zogr_complete,288
7801,оубииствьнъ,A-,оубііствьнъ,1,,,,,,supr_y_fixed,,,,32
7802,кръмьчии,Nb,кръмьчіі,2,,,,,,supr_y_fixed,,,,32
7803,въвѣꙗти,V-,въвѣѣті,1,,,,,,supr_y_fixed,,,,32
7804,мъногодьньнъ,A-,мъногодьньнъ,1,,,,,,supr_y_fixed,,,,32
7805,залогъ,Nb,залогъ,1,,,,,,supr_y_fixed,,,,32
7806,проганꙗти,V-,проганѣті,3,,,,,,supr_y_fixed,,,,32
7807,ѩтиѥ,Nb,ѧтіе,1,,,,,,supr_y_fixed,,,,32
7808,наставлꙗти,V-,наставлѣті,1,,,,,,supr_y_fixed,,,,32
7809,далече,R-,далече,2,,,,,,supr_y_fixed,,,,32
7810,оумалꙗти,V-,оумалѣті,1,,,,,,supr_y_fixed,,,,32
7811,поити#2,V-,поіті#2,1,,,,,,supr_y_fixed,,,,32
7812,съвъпрашати,V-,съвъпрашаті,1,,,,,,supr_y_fixed,,,,32
7813,богоразоумиѥ,Nb,богоразоуміе,1,,,,,,supr_y_fixed,,,,32
7814,сѣтьнъ,A-,сѣтьнъ,3,,,,,,supr_y_fixed,vit-const,,,96
7815,звѧщи,V-,звѧшті,1,,,,,,supr_y_fixed,,,,32
7816,стѵхиꙗ,Nb,стухіѣ,1,,,,,,supr_y_fixed,,,,32
7817,лоуньскъ,A-,лоуньскъ,1,,,,,,supr_y_fixed,,,,32
7818,омрькнѫти,V-,омрькнѫті,2,,,,,,supr_y_fixed,,,,32
7819,платъ#2,Nb,платъ#2,1,,,,,,supr_y_fixed,,,,32
7820,прѣоблѣщи,V-,прѣоблѣшті,1,,,,,,supr_y_fixed,,,,32
7821,прѣстрадати,V-,прѣстрадаті,3,,,,,,supr_y_fixed,,,,32
7822,оутишати,V-,оутішаті,1,,,,,,supr_y_fixed,,,,32
7823,оустѫпати,V-,оустѫпаті,1,,,,,,supr_y_fixed,,,,32
7824,хладьнъ,A-,хладьнъ,1,,,,,,supr_y_fixed,,,,32
7825,тлъпа,Nb,тлъпа,1,,,,,,supr_y_fixed,,,,32
7826,проклинати,V-,проклінаті,2,,,,,,supr_y_fixed,vit-const,,,96
7827,остроуꙗти,V-,остроуѣті,2,,,,,,supr_y_fixed,,,,32
7828,онѣмлꙗти,V-,онѣмлѣті,2,,,,,,supr_y_fixed,,,,32
7829,окоуса,Nb,окоуса,1,,,,,,supr_y_fixed,,,,32
7830,неосѫжденъ,A-,неосѫжденъ,1,,,,,,supr_y_fixed,,,,32
7831,остроуити,V-,остроуіті,1,,,,,,supr_y_fixed,,,,32
7832,лъжепослоушьствовати,V-,лъжепослоушьствоваті,1,,,,,,supr_y_fixed,,,,32
7833,сѧтъ,V-,сѧтъ,1,,,,,,supr_y_fixed,,,,32
7834,асафъ,Ne,асафъ,1,,,,,,supr_y_fixed,,,,32
7835,проображати,V-,проображаті,1,,,,,,supr_y_fixed,,,,32
7836,провъстрѫбити,V-,провъстрѫбіті,1,,,,,,supr_y_fixed,,,,32
7837,праздьньствовати,V-,праздьньствоваті,6,,,,,,supr_y_fixed,,,,32
7838,цѣломѫдрьствьно,Df,цѣломѫдрьствьно,1,,,,,,supr_y_fixed,,,,32
7839,памѧтиѥ,Nb,памѧтіе,1,,,,,,supr_y_fixed,,,,32
7840,неоусꙑпаѧ,A-,неоусъіпаѧ,1,,,,,,supr_y_fixed,,,,32
7841,тръжьство,Nb,тръжьство,2,,,,,,supr_y_fixed,,,,32
7842,исходатаиникъ,Nb,ісходатаінікъ,1,,,,,,supr_y_fixed,,,,32
7843,противьство,Nb,протівьство,5,,,,,,supr_y_fixed,,,,32
7844,послоушьливъ,V-,послоушьлівъ,1,,,,,,supr_y_fixed,,,,32
7845,съобразьнъ,A-,съобразьнъ,1,,,,,,supr_y_fixed,,,,32
7846,равьноѥстьствьнъ,A-,равьноестьствьнъ,1,,,,,,supr_y_fixed,,,,32
7847,подадитель,Nb,подадітель,1,,,,,,supr_y_fixed,,,,32
7848,бесъмрьтиѥ,Nb,бесъмрьтіе,2,,,,,,supr_y_fixed,,,,32
7849,възмьздиѥ,Nb,възмьздіе,2,,,,,,supr_y_fixed,,,,32
7850,кръвоточица,Nb,кръвоточіца,1,,,,,,supr_y_fixed,,,,32
7851,дроугоици,Df,дроугоіці,1,,,,,,supr_y_fixed,,,,32
7852,съринѫти,V-,сърінѫті,1,,,,,,supr_y_fixed,,,,32
7853,коньчьнѣѥ,Df,коньчьнѣе,5,,,,,,supr_y_fixed,,,,32
7854,заоушениѥ,Nb,заоушеніе,1,,,,,,supr_y_fixed,,,,32
7855,въсхоулꙗти,V-,въсхоулѣті,1,,,,,,supr_y_fixed,,,,32
7856,сѫдити,A-,сѫдіті,1,,,,,,supr_y_fixed,,,,32
7857,длъготрьпѣлиѥ,Nb,длъготрьпѣліе,1,,,,,,supr_y_fixed,,,,32
7858,хромьць,Nb,хромьць,1,,,,,,supr_y_fixed,,,,32
7859,вьселичьскꙑ,Df,вьселічьскъі,1,,,,,,supr_y_fixed,,,,32
7860,похвалꙗти,V-,похвалѣті,1,,,,,,supr_y_fixed,,,,32
7861,продьлити,V-,продьліті,1,,,,,,supr_y_fixed,,,,32
7862,прѣдъпьсаниѥ,Nb,прѣдъпьсаніе,1,,,,,,supr_y_fixed,,,,32
7863,богомрьзъкъ,A-,богомрьзъкъ,3,,,,,,supr_y_fixed,,,,32
7864,неистовьство,Nb,неістовьство,1,,,,,,supr_y_fixed,,,,32
7865,аеръ,Nb,аеръ,1,,,,,,supr_y_fixed,,,,32
7866,отъречениѥ,Nb,отъреченіе,1,,,,,,supr_y_fixed,,,,32
7867,оуцѣсарити,V-,оуцѣсаріті,1,,,,,,supr_y_fixed,,,,32
7868,прижитиѥ,Nb,пріжітіе,3,,,,,,supr_y_fixed,,,,32
7869,прижити,V-,пріжіті,1,,,,,,supr_y_fixed,,,,32
7870,си,Pd,сі,1,,,,,,supr_y_fixed,,,,32
7871,источити,V-,істочіті,2,,,,,,supr_y_fixed,,,,32
7872,юница,Nb,юніца,1,,,,,,supr_y_fixed,,,,32
7873,кропити,V-,кропіті,1,,,,,,supr_y_fixed,,,,32
7874,вльчьць,Nb,вльчьць,2,,,,,,supr_y_fixed,,,,32
7875,промꙑслити,V-,промъісліті,1,,,,,,supr_y_fixed,,,,32
7876,въздѣлати,V-,въздѣлаті,1,,,,,,supr_y_fixed,,,,32
7877,съмрьтоносьнъ,A-,съмрьтоносьнъ,2,,,,,,supr_y_fixed,,,,32
7878,избльвати,V-,ізбльваті,1,,,,,,supr_y_fixed,,,,32
7879,сладость,Nb,сладость,3,,,,,,supr_y_fixed,,,,32
7880,плащь,Nb,плашть,1,,,,,,supr_y_fixed,,,,32
7881,кръвоꙗдениѥ,Nb,кръвоѣденіе,1,,,,,,supr_y_fixed,,,,32
7882,христо(со)борьць,Nb,хрістособорьць,2,,,,,,supr_y_fixed,,,,32
7883,чоувьствьнъ,A-,чоувьствьнъ,1,,,,,,supr_y_fixed,,,,32
7884,оутѧжити,V-,оутѧжіті,1,,,,,,supr_y_fixed,,,,32
7885,неправьдосътворѥниѥ,Nb,неправьдосътвореніе,1,,,,,,supr_y_fixed,,,,32
7886,оутѧжьчити,V-,оутѧжьчіті,1,,,,,,supr_y_fixed,,,,32
7887,распадати,V-,распадаті,1,,,,,,supr_y_fixed,,,,32
7888,поустота,Nb,поустота,1,,,,,,supr_y_fixed,,,,32
7889,раздрати,V-,раздраті,1,,,,,,supr_y_fixed,,,,32
7890,христо(со)оубииство,Nb,хрістосооубііство,1,,,,,,supr_y_fixed,,,,32
7891,ѥдьноѥстьствьнъ,A-,едьноестьствьнъ,1,,,,,,supr_y_fixed,,,,32
7892,несътворѥнъ,A-,несътворенъ,1,,,,,,supr_y_fixed,,,,32
7893,борение,Nb,бореніе,1,,,,,,supr_y_fixed,,,,32
7894,отꙗтие,Nb,отѣтіе,1,,,,,,supr_y_fixed,,,,32
7895,въспѣвати,V-,въспѣваті,1,,,,,,supr_y_fixed,,,,32
7896,сълазъ,Nb,сълазъ,2,,,,,,supr_y_fixed,,,,32
7897,отъсѫдѣ,Df,отъсѫдѣ,1,,,,,,supr_y_fixed,,,,32
7898,въселѥньскъ,A-,въселеньскъ,2,,,,,,supr_y_fixed,vit-const,,,96
7899,солоунꙗнинъ,Nb,солоунѣнінъ,1,,,,,,supr_y_fixed,,,,32
7900,демоньскъ,A-,демоньскъ,4,,,,,,supr_y_fixed,vit-const,,,96
