црю,-s---mv--i
іюдеіскъ,-s---mvpsi
і,---------n
біѣахѫ,3piia----i
і,3s---ma--i
по,---------n
ланітама,-d---fd--i
ізіде,3saia----i
же,---------n
пакъі,---------n
пілатъ,-s---mn--i
вънъ,---------n
і,---------n
гла,3saia----i
імъ,3p---md--i
се,---------n
ізвождѫ,1spia----i
і,---------n
вамъ,2p---qd--i
вънъ,---------n
да,---------n
разоумѣете,2ppia----i
ѣко,---------n
вь,---------n
немь,3s---ml--i
вінъі,-s---fg--i
не,---------n
обрѣтаѭ,1spia----i
ізіде,3saia----i
іс,-s---mn--i
вънъ,---------n
носѧ,-sppamn-si
тръновъ,-s---mapsi
вѣньць,-s---ma--i
і,---------n
прапрѫдьнѫ,-s---fapsi
різѫ,-s---fa--i
і,---------n
гла,3saia----i
імъ,3p---md--i
се,---------n
чкъ,-s---mn--i
егда,---------n
же,---------n
відѣшѧ,3paia----i
і,---------n
архіереі,-p---mn--i
і,---------n
слоугъі,-p---mn--i
възъпішѧ,3paia----i
глѭште,-pppamn-si
пропьні,2spma----i
пропьні,2spma----i
гла,3saia----i
імъ,3p---md--i
пілатъ,-s---mn--i
поімѣте,2ppma----i
въі,2p---qn--i
і,---------n
пропьнѣте,2ppma----i
азъ,1s---qn--i
бо,---------n
не,---------n
обрѣтаѭ,1spia----i
вь,---------n
немь,3s---ml--i
вінъі,-s---fg--i
отъвѣшташѧ,3paia----i
емоу,3s---md--i
іюдеі,-p---mn--i
мъі,1p---qn--i
законъ,-s---ma--i
імамъ,1ppia----i
і,---------n
по,---------n
законоу,-s---md--i
нашемоу,1s---od--i
длъжьнъ,-s---mnpsi
естъ,3spia----i
оумьрѣті,--pna----i
ѣко,---------n
снъ,-s---mn--i
бжіі,-s---mnpti
творітъ,3spia----i
сѧ,3s---qa--i
егда,---------n
же,---------n
слъіша,3saia----i
пілатъ,-s---mn--i
се,-s---na--i
слово,-s---na--i
паче,-------c-i
оубоѣ,3saia----i
сѧ,3s---qa--i
і,---------n
вьніде,3saia----i
въ,---------n
пріторъ,-s---mn--i
пакъі,---------n
і,---------n
гла,3saia----i
ісві,-s---md--i
пілатъ,-s---mn--i
же,---------n
гла,3saia----i
пакъі,---------n
ісві,-s---md--i
отъкѫдоу,---------n
есі,2spia----i
тъі,2s---mn--i
і,---------n
іс,-s---mn--i
отъвѣта,-s---mg--i
не,---------n
сътворі,3saia----i
емоу,3s---md--i
гла,3saia----i
же,---------n
емоу,3s---md--i
пілатъ,-s---mn--i
мьнѣ,1s---qd--i
лі,---------n
не,---------n
глеші,2spia----i
не,---------n
вѣсі,2spia----i
лі,---------n
ѣко,---------n
власть,-s---fa--i
імамь,1spia----i
пропѧті,--pna----i
тѧ,2s---qa--i
і,---------n
власть,-s---fa--i
імамь,1spia----i
поустіті,--pna----i
тѧ,2s---qa--i
отъвѣшта,3saia----i
іс,-s---mn--i
не,---------n
імаші,2spia----i
області,-s---fg--i
на,---------n
мьнѣ,1s---ql--i
нікоѧже,-s---fg--i
аште,---------n
не,---------n
бі,3spsa----i
ті,2s---qd--i
дано,-suppnn-si
съвъіше,---------n
сего,-s---ng--i
раді,---------n
прѣдавъі,-supamn-wi
мѧ,1s---qa--i
тебѣ,2s---qd--i
болі,-p---ma--i
грѣхъ,-s---mn--i
іматъ,3spia----i
овъ,-s---mn--i
того,-s---mg--i
пілатъ,-s---mn--i
іскаше,3siia----i
поустіті,--pna----i
і,---------n
жідове,-p---mn--i
же,---------n
въпіѣхѫ,3piia----i
глѭште,-pppamn-si
аште,---------n
сего,-s---mg--i
поустіші,2spia----i
нѣсі,2spia----i
дроугъ,-s---mn--i
кесареві,-s---md--i
вьсѣкъ,-s---mnpsi
іже,-s---mn--i
сѧ,3s---qa--i
творітъ,3spia----i
црь,-s---mn--i
протівітъ,3spia----i
сѧ,3s---qa--i
кесареві,-s---md--i
пілатъ,-s---mn--i
же,---------n
слъішавъ,-supamn-si
та,-p---na--i
словеса,-p---na--i
ізведе,3saia----i
вънъ,---------n
іса,-s---mg--i
і,---------n
сѣде,3saia----i
на,---------n
сѫдішті,-s---nl--i
на,---------n
мѣстѣ,-s---nl--i
наріцаемѣмь,-spppol-wi
літостратѫ,-s---fapsi
еврѣіскъі,---------n
же,---------n
гаваата,2dpia----i
бѣ,3siia----i
же,---------n
параскевьгі,-s---fn--i
пасцѣ,-s---fd--i
годіна,-s---fn--i
бѣ,3siia----i
ѣко,---------n
третіѣѣ,-s---mg--i
і,---------n
гла,3saia----i
імъ,3p---md--i
се,---------n
црь,-s---mn--i
вашь,2s---mn--i
оні,-p---mn--i
же,---------n
въпіѣхѫ,3piia----i
възьмі,2spma----i
възъмі,2spma----i
пропьні,2spma----i
і,---------n
гла,3saia----i
імъ,3p---md--i
пілатъ,-s---mn--i
црѣ,-s---mg--i
лі,---------n
вашего,2s---og--i
пропьнѫ,1spia----i
отъвѣшташѧ,3paia----i
архіереі,-p---mn--i
не,---------n
імамъ,1ppia----i
црѣ,-s---mg--i
тъкмо,---------n
кесарѣ,-s---mg--i
тогда,---------n
же,---------n
і,---------n
прѣдастъ,3saia----i
імъ,3p---md--i
да,---------n
і,---------n
пропьнѫтъ,3ppia----i
оні,-p---mn--i
же,---------n
поемъше,-pupamn-si
і,3s---ma--i
вѣсѧ,3paia----i
і,---------n
самъ,-s---mn--i
сі,3s---qd--i
несъі,-sppamn-si
крстъ,-s---ma--i
ізіде,3saia----i
же,---------n
въ,---------n
наріцамое,-s---nn--i
краніево,-s---nnpsi
мѣсто,-s---nn--i
еже,-s---nn--i
глетъ,3spia----i
сѧ,3s---qa--i
еврѣіскъі,---------n
голъгота,---------n
іде,3saia----i
і,---------n
пропѧсѧ,3paia----i
і,3s---ma--i
съ,---------n
німь,3s---mi--i
іна,-d---ma--i
дъва,-d---ma--i
сѫдоу,-s---md--i
і,---------n
овѫдоу,---------n
посрѣдѣ,---------n
же,---------n
іса,-s---mg--i
напса,3saia----i
же,---------n
і,---------n
тітьлъ,-s---mnpsi
пілатъ,-s---mn--i
і,---------n
положі,3saia----i
і,---------n
на,---------n
крстѣ,-s---ml--i
бѣ,3siia----i
же,---------n
напсано,-suppnn-si
іс,-s---mn--i
назарѣі,-s---mn--i
црь,-s---mn--i
іюдѣіскъ,-s---mnpsi
сего,-s---og--i
же,---------n
тітъла,-s---fnpsi
мнозі,-p---mnpsi
чішѧ,3paia----i
отъ,---------n
іюдѣі,-p---mn--i
ѣко,---------n
блізъ,---------n
бѣ,3siia----i
мѣсто,-s---na--i
града,-s---mg--i
ідеже,---------n
пропѧшѧ,3paia----i
іса,-s---mg--i
і,---------n
бѣ,3siia----i
напсано,-suppnn-si
евреіскъі,---------n
і,---------n
грьчьскъі,---------n
латіньскъі,---------n
глаахѫ,3piia----i
же,---------n
пілатові,-s---md--i
архіереі,-p---mn--i
іюдѣісці,-p---mnpsi
не,---------n
піші,2spma----i
црь,-s---mn--i
іюдеіскъ,-s---mnpsi
отъвѣшта,3saia----i
пілатъ,-s---mn--i
еже,-s---na--i
псахъ,1saia----i
псахъ,1saia----i
воіні,-p---mn--i
же,---------n
егда,---------n
пропѧшѧ,3paia----i
іса,-s---mg--i
пріѧшѧ,3paia----i
різъі,-p---fa--i
его,3s---mg--i
і,---------n
сътворішѧ,3paia----i
четъірі,-p---qa--i
чѧсті,-p---fa--i
комоуждо,-s---md--i
воіноу,-s---md--i
чѧсть,-s---fn--i
і,---------n
хітонъ,-s---mn--i
бѣ,3siia----i
же,---------n
хітонъ,-s---mn--i
не,---------n
шьвенъ,-suppmn-si
і,---------n
съ,---------n
връхоу,-s---mg--i
істъканъ,-suppmn-si
вьсь,-s---mn--i
рѣшѧ,3paia----i
же,---------n
къ,---------n
себѣ,3s---qd--i
не,---------n
прѣдерѣмъ,1ppma----i
его,3s---mg--i
нъ,---------n
метѣмъ,-s---mlpwi
жрѣбіѧ,-p---ma--i
о,---------n
нь,3s---ma--i
комоу,-s---qd--i
бѫдетъ,3sfia----i
да,---------n
събѫдѫтъ,3ppia----i
сѧ,3s---qa--i
кънігъі,-p---fn--i
глѭштѧѧ,-pppafn-wi
раздѣлішѧ,3paia----i
себѣ,3s---qd--i
різъі,-p---fa--i
моѧ,1p---pa--i
і,---------n
о,---------n
матізмъ,-s---ma--i
моі,1s---ma--i
меташѧ,3paia----i
жрѣбіѧ,-p---ma--i
воіні,-p---mn--i
же,---------n
оубо,---------n
сі,-p---na--i
сътворішѧ,3paia----i
стоѣахѫ,3piia----i
же,---------n
прі,---------n
крстѣ,-s---ml--i
ісвѣ,-s---olpsi
маті,-s---fn--i
его,3s---mg--i
і,---------n
сестра,-s---fn--i
матере,-s---fg--i
его,3s---mg--i
маріѣ,-s---fn--i
клеопова,-s---fnpsi
і,---------n
маріѣ,-s---fn--i
магдалъіні,-s---fn--i
іс,-s---mn--i
же,---------n
відѣвъ,-supamn-si
матерь,-s---fa--i
і,---------n
оученіка,-s---mg--i
стоѧшта,-sppamg-si
егоже,-s---mg--i
люблѣаше,3siia----i
гла,3saia----i
матері,-s---fd--i
жено,-s---fv--i
се,---------n
снъ,-s---mn--i
твоі,2s---mn--i
потомь,---------n
же,---------n
оученікоу,-s---md--i
се,---------n
маті,-s---fn--i
твоѣ,2s---fn--i
і,---------n
отъ,---------n
того,-s---og--i
часа,-s---mg--i
поѧтъ,3saia----i
ѭ,3s---fa--i
оученікъ,-s---mn--i
въ,---------n
своѣ,3p---na--i
сі,3s---qd--i
по,---------n
семь,-s---nl--i
вѣдъі,-sppamn-si
іс,-s---mn--i
ѣко,---------n
всѣ,-p---nn--i
юже,---------n
съвръшішѧ,3paia----i
сѧ,3s---qa--i
да,---------n
събѫдѫтъ,3ppia----i
сѧ,3s---qa--i
кънігъі,-p---fn--i
гла,3saia----i
жѧждѫ,1spia----i
съсѫдъ,-s---mn--i
же,---------n
стоѣше,3siia----i
плънъ,-s---mnpsi
оцьта,-s---mg--i
гѫбѫ,-s---fa--i
же,---------n
наплъньше,-pupamn-si
оцьта,-s---mg--i
на,---------n
усопъ,-s---ma--i
вьзнезъше,-pupamn-si
прідѣшѧ,3paia----i
къ,---------n
оустомъ,-p---nd--i
его,3s---mg--i
егда,---------n
же,---------n
пріѧтъ,3saia----i
оцьтъ,-s---ma--i
іс,-s---mn--i
рече,3saia----i
съвръші,2spma----i
сѧ,3s---qa--i
і,---------n
прѣклонь,-supamn-si
главѫ,-s---fa--i
прѣдастъ,3saia----i
дхъ,-s---ma--i
іюдѣі,-p---mn--i
же,---------n
понеже,---------n
параскевьгі,-s---fn--i
бѣ,3siia----i
да,---------n
не,---------n
останѫтъ,3ppia----i
на,---------n
крстѣ,-s---ml--i
тѣлеса,-p---na--i
въ,---------n
сѫботѫ,-s---fa--i
бѣ,3siia----i
бо,---------n
велі,-s---mapsi
дьнь,-s---ma--i
тоѧ,-s---fg--i
сѫботъі,-s---fg--i
молішѧ,3paia----i
пілата,-s---mg--i
да,---------n
прѣбіѭтъ,3ppia----i
голѣні,-d---fa--i
іхъ,3p---mg--i
і,---------n
възъмѫтъ,3ppia----i
ѧ,3p---ma--i
прідѫ,3paia----i
же,---------n
воіні,-p---mn--i
і,---------n
пръвоумоу,-s---md--i
прѣбішѧ,3paia----i
голѣні,-d---fa--i
і,---------n
дроугоумоу,-s---odpwi
пропѧтоумоу,-suppmd-wi
съ,---------n
німь,3s---mi--i
на,---------n
іса,-s---mg--i
же,---------n
прішьдъше,-pupamn-si
ѣко,---------n
відѣшѧ,3paia----i
і,3s---ma--i
юже,---------n
оумьръшь,-supama-si
не,---------n
прѣбішѧ,3paia----i
емоу,3s---md--i
голѣнію,-d---fg--i
нъ,---------n
едінъ,-s---mn--i
отъ,---------n
воінъ,-p---mg--i
копіемь,-s---mi--i
емоу,3s---md--i
ребра,-p---na--i
прободе,3saia----i
і,---------n
ізіде,3saia----i
абіе,---------n
кръвь,-s---fn--i
і,---------n
вода,-s---fn--i
і,---------n
істінно,-s---nnpsi
естъ,3spia----i
съвѣдѣтельство,-s---nn--i
его,3s---mg--i
і,---------n
тъ,-s---mn--i
вѣстъ,3spia----i
ѣко,---------n
істінѫ,-s---fa--i
глетъ,3spia----i
да,---------n
і,---------n
въі,2p---qn--i
вѣрѫ,-s---fa--i
імете,2ppia----i
бъішѧ,3paia----i
бо,---------n
сі,-p---nn--i
да,---------n
събѫдѫтъ,3ppia----i
сѧ,3s---qa--i
кънігъі,-p---fn--i
кость,-s---fn--i
не,---------n
съкроушітъ,3spia----i
сѧ,3s---qa--i
отъ,---------n
него,3s---mg--i
і,---------n
пакъі,---------n
дроугъіѧ,-p---fnpwi
кънігъі,-p---fn--i
глѭтъ,3ppia----i
възьрѧтъ,3ppia----i
на,---------n
него,3s---mg--i
іже,-p---mn--i
пробасѧ,3paia----i
по,---------n
сіхъ,-p---nl--i
же,---------n
молі,3saia----i
пілата,-s---mg--i
іосіфъ,-s---mn--i
іже,-s---mn--i
бѣ,3siia----i
отъ,---------n
аріматѣѧ,-s---fg--i
съі,-sppamn-si
оученікъ,-s---mn--i
ісвъ,-s---mnpsi
таінъ,-s---mnpsi
же,---------n
за,---------n
страхъ,-s---mn--i
іюдеіскъ,-s---mnpsi
да,---------n
възъметъ,3spia----i
тѣло,-s---na--i
ісво,-s---napsi
і,---------n
повелѣ,3saia----i
пілатъ,-s---mn--i
пріде,3saia----i
же,---------n
і,---------n
вьзѧтъ,3saia----i
тѣло,-s---na--i
ісво,-s---napsi
пріде,3saia----i
же,---------n
і,---------n
нікодімъ,-s---mn--i
прішьдъі,-s---fg--i
къ,---------n
ісві,-s---md--i
ноштіѭ,-s---fi--i
прѣжде,---------n
несъі,-sppamn-si
съмѣшеніе,-s---na--i
змърно,-s---napsi
і,---------n
олъгоуіно,-s---napsi
ѣко,---------n
і,---------n
лівръ,-p---fg--i
съто,-s---na--i
пріѧсте,3daia----i
же,---------n
тѣло,-s---na--i
ісво,-s---napsi
і,---------n
обісте,2paia----i
е,3s---na--i
різамі,-p---fi--i
съ,---------n
ароматъі,-p---mi--i
ѣкоже,---------n
объічаі,-s---mn--i
естъ,3spia----i
іюдѣомъ,-p---md--i
погрѣбаті,--pna----i
бѣ,3siia----i
же,---------n
на,---------n
мѣстѣ,-s---nl--i
ідеже,---------n
і,---------n
пропѧшѧ,3paia----i
врътъпъ,-s---ma--i
і,---------n
въ,---------n
врътъпѣ,-s---ml--i
гробъ,-s---ma--i
новъ,-s---mapsi
вь,---------n
немьже,-s---ml--i
не,---------n
бѣ,3siia----i
ніколіже,---------n
ніктоже,-s---qn--i
не,---------n
бѣ,3siia----i
положенъ,-suppmn-si
тоу,---------n
же,---------n
за,---------n
параскевьгіѭ,-s---fi--i
іюдѣіскѫ,-s---fipsi
ѣко,---------n
блізъ,---------n
бѣаше,3siia----i
гробъ,-s---ma--i
ідеже,---------n
положісте,2paia----i
іса,-s---mg--i
въ,---------n
едінѫ,-s---fa--i
же,---------n
сѫботь,-s---fn--i
маріѣ,-s---fn--i
магдалъіні,-s---fn--i
пріде,3saia----i
за,---------n
оутра,-s---ng--i
еште,---------n
сѫшті,-sppafd-si
тъмѣ,-s---fd--i
на,---------n
гробъ,-s---ma--i
і,---------n
відѣ,3saia----i
камень,-s---mn--i
вьзѧтъ,---u--n--i
отъ,---------n
гроба,-s---mg--i
тече,3saia----i
і,---------n
пріде,3saia----i
къ,---------n
сімоноу,-s---md--i
петроу,-s---md--i
і,---------n
къ,---------n
дроугоумоу,-s---odpwi
оученікоу,-s---md--i
егоже,-s---mg--i
люблѣаше,3siia----i
іс,-s---mn--i
і,---------n
гла,3saia----i
іма,3d---md--i
вьзѧшѧ,3paia----i
гѣ,-s---mg--i
отъ,---------n
же,---------n
гла,3saia----i
томѣ,-s---md--i
прінесі,2spma----i
пръстъ,-s---ma--i
твоі,2s---ma--i
сѣмо,---------n
і,---------n
віждь,2spma----i
рѫцѣ,-d---fa--i
моі,1d---ra--i
і,---------n
прінесі,2spma----i
рѫкѫ,-s---fa--i
твоѭ,2s---fa--i
і,---------n
въложі,2spma----i
въ,---------n
ребра,-p---na--i
моѣ,1p---na--i
і,---------n
не,---------n
бѫді,3spma----i
невѣрьнъ,-s---mvpsi
нъ,---------n
вѣрьнъ,-s---mnpsi
отъвѣшта,3saia----i
тома,-s---mn--i
і,---------n
рече,3saia----i
емоу,3s---md--i
гь,-s---mn--i
моі,1s---mn--i
бъ,-s---mn--i
моі,1s---mn--i
гла,3saia----i
емоу,3s---md--i
іс,-s---mn--i
ѣко,---------n
відѣвъ,-supamn-si
мѧ,1s---qa--i
вѣрова,2saia----i
блажені,-p---mnpsi
не,---------n
відѣвъшеі,-pupamn-wi
і,---------n
вѣровавъшеі,-pupamn-wi
многа,-p---napsi
же,---------n
іна,-p---na--i
знаменіѣ,-p---na--i
створі,3saia----i
іс,-s---mn--i
прѣдъ,---------n
оученікъі,-p---mi--i
своімі,3p---qi--i
ѣже,-p---nn--i
не,---------n
сѫтъ,3ppia----i
псана,-puppnn-si
въ,---------n
кънігахъ,-p---fl--i
сіхъ,-p---ql--i
сі,-p---nn--i
же,---------n
псана,-puppnn-si
бъішѧ,3paia----i
да,---------n
вѣрѫ,-s---fa--i
імете,2ppia----i
ѣко,---------n
іс,-s---mn--i
естъ,3spia----i
хъ,-s---mn--i
снъ,-s---mn--i
бжіі,-s---mnpsi
і,---------n
вѣроуѭште,-pppamn-si
жівота,-s---mg--i
вѣчьнаго,-s---mgpwi
імате,2ppia----i
въ,---------n
імѧ,-s---na--i
его,3s---mg--i
по,---------n
семь,-s---nl--i
ѣві,3saia----i
сѧ,3s---qa--i
пакъі,---------n
іс,-s---mn--i
оученікомъ,-p---md--i
своімъ,3p---qd--i
на,---------n
морі,-s---nl--i
тіверьѣдьсцѣмь,-s---olpwi
ѣві,3saia----i
же,---------n
сѧ,3s---qa--i
сіце,---------n
бѣахѫ,3piia----i
въкоупѣ,---------n
сімонъ,-s---mn--i
петръ,-s---mn--i
і,---------n
ѳома,-s---mn--i
наріцаемъі,-spppmn-wi
блізньць,-s---mn--i
і,---------n
натанаіль,-s---mn--i
іже,-s---mn--i
бѣ,3siia----i
отъ,---------n
кана,---------n
галілеіскъі,-s---fgpsi
і,---------n
сна,-s---mg--i
зеведѣова,-s---mgpsi
і,---------n
іна,-d---ma--i
два,-d---ma--i
отъ,---------n
оученікъ,-p---mg--i
его,3s---mg--i
гла,3saia----i
імъ,3p---md--i
сімонъ,-s---mn--i
петръ,-s---mn--i
ідѫ,1spia----i
ръібъ,-p---fg--i
ловітъ,---u--a--i
глашѧ,3paia----i
емоу,3s---md--i
ідемъ,1ppia----i
і,---------n
мъі,1p---qn--i
съ,---------n
тобоѭ,2s---qi--i
і,---------n
ідѫ,3paia----i
і,---------n
вьсѣдѫ,3paia----i
въ,---------n
корабль,-s---ma--i
і,---------n
въ,---------n
тѫ,-s---fa--i
ношть,-s---fa--i
не,---------n
ѧшѧ,3paia----i
нічесоже,-s---ng--i
оутроу,-s---nd--i
же,---------n
абіе,---------n
бъівъшоу,-supand-si
ста,3saia----i
іс,-s---mn--i
прі,---------n
брѣзѣ,-s---ml--i
не,---------n
познашѧ,3paia----i
же,---------n
оученіці,-p---mn--i
ѣко,---------n
іс,-s---mn--i
естъ,3spia----i
гла,3saia----i
же,---------n
імъ,3p---md--i
іс,-s---mn--i
дѣті,-p---fv--i
еда,---------n
чьто,-s---na--i
сънѣдьно,-s---napsi
імате,2ppia----i
отъвѣшташѧ,3paia----i
же,---------n
емоу,3s---md--i
